name,email,branch,phoneNo,dob,fatherName,motherName,rollNo,slotNumber
Maria Morgan,maria.morgan@yahoo.com,IT,9819161047,2005-04-29,Thomas Morgan,Bernita Morgan,2023CSE1665,2
Carl Glover,carl.glover@student.edu,CE,9867427546,2008-04-04,Christopher Glover,Darlene Glover,2024CSE1666,2
Henry Olson,henry.olson@mail.com,CSE,9845696218,2000-11-07,Carlos Olson,Priscilla Olson,2022ME1667,1
Cathy Reiter,cathy.reiter@yahoo.com,CSE,9864891804,2008-06-18,David Reiter,Nancy Reiter,2024ME1668,1
Donnetta Finnegan,donnetta.finnegan@yahoo.com,ECE,9815299040,2007-08-16,Jose Finnegan,Kandis Finnegan,2021ECE1669,2
Edward Quinones,edward.quinones@yahoo.com,AE,9868578676,2005-10-07,Jeffery Quinones,Charlotte Quinones,2023CSE1670,1
Sondra Grimes,sondra.grimes@gmail.com,ECE,9805357330,2004-06-09,Donald Grimes,Collette Grimes,2024CE1671,2
Marie Amos,marie.amos@mail.com,EE,9866439980,2004-12-16,Daniel Amos,Mary Amos,2023CSE1672,1
Jodi Schwipps,jodi.schwipps@gmail.com,EE,9790559535,2003-04-26,Horace Schwipps,Blanca Schwipps,2024CSE1673,1
Kathleen Webb,kathleen.webb@gmail.com,CSE,9857539981,2004-09-27,David Webb,Georgia Webb,2021ME1674,2
Maria Debo,maria.debo@outlook.com,ECE,9873197003,2006-02-07,James Debo,Judy Debo,2021CSE1675,2
Evelyn Arend,evelyn.arend@student.edu,EE,9794528842,2001-10-04,Angel Arend,Cecile Arend,2024CE1676,2
Pamela Mccarty,pamela.mccarty@mail.com,AE,9830411691,2002-08-07,Jesse Mccarty,Helen Mccarty,2020ECE1677,2
Fred Voskamp,fred.voskamp@gmail.com,AE,9845192839,2008-09-21,Travis Voskamp,Helen Voskamp,2021CSE1678,2
Linda Duarte,linda.duarte@student.edu,ME,9850630527,2005-06-11,David Duarte,Stella Duarte,2020ECE1679,2
William Miles,william.miles@gmail.com,ME,9780118382,2008-11-07,Paul Miles,Catherine Miles,2022EE1680,2
Douglas Carpenter,douglas.carpenter@outlook.com,IT,9867271380,2006-06-23,Jack Carpenter,Wanda Carpenter,2020CE1681,2
Jerry Bales,jerry.bales@student.edu,CH,9808226982,2000-03-03,Benjamin Bales,Rosalie Bales,2021CE1682,1
Velma Gallemore,velma.gallemore@gmail.com,ME,9839696278,2000-07-30,Rick Gallemore,Lynn Gallemore,2022ECE1683,2
Larry Mills,larry.mills@yahoo.com,IT,9826970000,2008-11-13,Kevin Mills,Tania Mills,2020EE1684,1
Larry Madrid,larry.madrid@outlook.com,AE,9852911372,2005-04-27,Cleo Madrid,Norma Madrid,2023ECE1685,2
Jack Pullum,jack.pullum@mail.com,ME,9828512122,2006-02-18,Ronald Pullum,Betty Pullum,2022ME1686,2
Wayne Towns,wayne.towns@yahoo.com,ECE,9836539149,2002-11-21,Ted Towns,Julie Towns,2020CSE1687,1
Janet Neal,janet.neal@outlook.com,CSE,9817472093,2005-11-01,Billy Neal,Connie Neal,2020EE1688,2
Amanda Williams,amanda.williams@student.edu,AE,9810381356,2001-05-01,Bruce Williams,Nancy Williams,2022CSE1689,1
Eleanor Townsend,eleanor.townsend@outlook.com,CH,9870769321,2005-04-17,Aaron Townsend,Gloria Townsend,2024ME1690,1
John Ward,john.ward@outlook.com,AE,9792598186,2003-11-06,Malcolm Ward,Emma Ward,2024ME1691,1
Gerald Rice,gerald.rice@student.edu,CE,9804876273,2000-08-14,Terry Rice,Helen Rice,2024CSE1692,2
Krystal Richards,krystal.richards@student.edu,CE,9856876728,2001-08-07,Christopher Richards,Lindsay Richards,2023CSE1693,1
Travis Smalley,travis.smalley@student.edu,ECE,9795714741,2007-02-23,Roy Smalley,Cathy Smalley,2022EE1694,1
Minnie Neal,minnie.neal@student.edu,ECE,9798228861,2007-06-03,Wilson Neal,Jacqueline Neal,2023ECE1695,2
Carolyn Warhurst,carolyn.warhurst@gmail.com,EE,9844131145,2001-03-19,Jordon Warhurst,Kimberly Warhurst,2023CSE1696,2
Kent Simon,kent.simon@yahoo.com,CE,9877108758,2003-07-25,Jeffery Simon,Rachel Simon,2024ME1697,2
Teresa Dotson,teresa.dotson@gmail.com,ECE,9862430289,2008-05-16,John Dotson,Mary Dotson,2021ECE1698,1
Katie Koehler,katie.koehler@mail.com,CSE,9788652518,2008-04-30,Benjamin Koehler,Tiffany Koehler,2023CSE1699,2
Ella Kohen,ella.kohen@student.edu,CH,9805561470,2001-12-03,Jeffery Kohen,Sharon Kohen,2023EE1700,1
Ruth Reid,ruth.reid@yahoo.com,AE,9814317843,2008-08-28,Casey Reid,Ruby Reid,2022ME1701,1
Philip Schwalb,philip.schwalb@outlook.com,ECE,9786397152,2005-05-28,Byron Schwalb,Kelly Schwalb,2021CSE1702,1
Margaret Dyer,margaret.dyer@gmail.com,CE,9820087979,2002-12-12,Daniel Dyer,Theresia Dyer,2022ECE1703,1
Joseph Rodriguez,joseph.rodriguez@outlook.com,CE,9783812485,2001-12-05,Brenton Rodriguez,Elsie Rodriguez,2022ECE1704,2
Riley Barron,riley.barron@mail.com,ECE,9792320113,2001-07-18,Colin Barron,Rhonda Barron,2024CE1705,1
Ida Giacchino,ida.giacchino@student.edu,ECE,9781088918,2002-04-19,Thomas Giacchino,Lucy Giacchino,2022ECE1706,1
John Pointer,john.pointer@student.edu,ME,9825641464,2005-07-03,Edward Pointer,Susan Pointer,2024ME1707,2
Marc Allen,marc.allen@gmail.com,CSE,9801284155,2006-12-23,Roger Allen,Deana Allen,2020ECE1708,2
Mabel Davis,mabel.davis@gmail.com,CE,9858852870,2007-01-23,Nicholas Davis,Monica Davis,2024CE1709,1
Steven Kelley,steven.kelley@mail.com,ECE,9873021996,2006-07-21,Bob Kelley,Katie Kelley,2021CE1710,2
Steve Clayton,steve.clayton@mail.com,AE,9876099618,2006-02-24,Brian Clayton,Belva Clayton,2021EE1711,2
Pamela Pardo,pamela.pardo@student.edu,CH,9843831976,2007-12-10,Roderick Pardo,Margaret Pardo,2024EE1712,1
Mary Greenman,mary.greenman@student.edu,EE,9797989383,2008-05-04,Jack Greenman,Maria Greenman,2020ME1713,2
Jeremy Casey,jeremy.casey@outlook.com,ECE,9860697773,2005-03-03,Gabriel Casey,Kathy Casey,2022ME1714,2
William Maulden,william.maulden@outlook.com,EE,9847337573,2003-02-11,Michael Maulden,Ruby Maulden,2020ECE1715,2
Carl Henry,carl.henry@yahoo.com,IT,9843838398,2002-02-05,Tyrone Henry,Tracy Henry,2023ECE1716,2
Berenice Miles,berenice.miles@mail.com,CSE,9835925371,2007-03-21,Richard Miles,Young Miles,2023ME1717,1
Jacquelyn Phillips,jacquelyn.phillips@outlook.com,AE,9807480561,2000-12-02,Benjamin Phillips,Allison Phillips,2023ECE1718,2
Steven Johnson,steven.johnson@mail.com,IT,9861264488,2008-12-21,Adam Johnson,Naomi Johnson,2023CSE1719,2
Robert Parks,robert.parks@student.edu,CE,9815486384,2001-08-20,Edward Parks,Regina Parks,2020ECE1720,1
Patricia Garst,patricia.garst@student.edu,IT,9796853395,2007-12-24,William Garst,Betty Garst,2024ME1721,1
Peggy Rykaczewski,peggy.rykaczewski@mail.com,CE,9859685229,2003-12-06,Michael Rykaczewski,Lisa Rykaczewski,2020ME1722,1
Rodney Crogan,rodney.crogan@outlook.com,CSE,9874005627,2007-12-31,Robert Crogan,Slyvia Crogan,2021ECE1723,2
Lorinda Chauncey,lorinda.chauncey@mail.com,CSE,9803711111,2006-08-29,Terry Chauncey,Noemi Chauncey,2021EE1724,1
Norman Bowman,norman.bowman@mail.com,ME,9792142968,2008-02-06,Thomas Bowman,Betty Bowman,2024ECE1725,2
Mary Dixon,mary.dixon@student.edu,AE,9785575662,2008-09-15,Enrique Dixon,Michelle Dixon,2024CE1726,1
Lela Bourg,lela.bourg@mail.com,ECE,9813929200,2001-05-17,Kelly Bourg,Marie Bourg,2023ECE1727,1
Beth Bryant,beth.bryant@gmail.com,ECE,9819244995,2001-02-08,John Bryant,Sherry Bryant,2021CE1728,2
Roy Solomon,roy.solomon@student.edu,EE,9822371015,2000-11-28,James Solomon,Caroline Solomon,2020ECE1729,2
Henrietta Parent,henrietta.parent@student.edu,IT,9845749490,2002-08-17,Edward Parent,Teresa Parent,2021CSE1730,2
Martha Hamilton,martha.hamilton@gmail.com,CH,9810356598,2007-11-06,Curtis Hamilton,Peggy Hamilton,2023CSE1731,1
Felicita Johnson,felicita.johnson@gmail.com,IT,9849546794,2000-02-29,Claude Johnson,Kristine Johnson,2024ECE1732,1
Angela Vanek,angela.vanek@yahoo.com,CSE,9780453294,2001-01-09,Jeffrey Vanek,Estell Vanek,2023ECE1733,1
Marta Lovelace,marta.lovelace@student.edu,AE,9799559571,2003-05-23,Kenneth Lovelace,Patricia Lovelace,2022ECE1734,2
Jimmy Wright,jimmy.wright@student.edu,EE,9790137342,2005-04-26,Peter Wright,Mary Wright,2020EE1735,2
Oliver Saade,oliver.saade@gmail.com,IT,9791408693,2000-11-18,William Saade,Rachael Saade,2020ECE1736,2
Harold Williams,harold.williams@yahoo.com,IT,9874168821,2006-07-04,Herschel Williams,Gail Williams,2022CSE1737,1
Erika Biro,erika.biro@yahoo.com,CH,9831199702,2008-10-02,Chris Biro,Marlene Biro,2022EE1738,1
Julia Byrd,julia.byrd@mail.com,CH,9854877841,2006-10-25,Carl Byrd,Joan Byrd,2024EE1739,1
Lillie Beard,lillie.beard@yahoo.com,AE,9811157827,2004-05-05,Kevin Beard,Kathryne Beard,2021CE1740,1
Lee Tony,lee.tony@student.edu,CH,9829972859,2003-07-05,Jessie Tony,Rita Tony,2021CSE1741,2
Margaret Lukes,margaret.lukes@outlook.com,CE,9804879202,2006-01-05,Willie Lukes,Belkis Lukes,2022EE1742,1
Van Flores,van.flores@yahoo.com,AE,9840475190,2005-04-27,Timothy Flores,Catherine Flores,2023ECE1743,1
James Brown,james.brown@gmail.com,IT,9870153127,2000-07-20,Delbert Brown,Dianne Brown,2021ME1744,2
Harold Wilkerson,harold.wilkerson@gmail.com,IT,9848811991,2007-03-08,Karl Wilkerson,Minnie Wilkerson,2023ME1745,2
Kathy Bryant,kathy.bryant@mail.com,CH,9876862788,2000-01-12,Paul Bryant,Kimberley Bryant,2020CE1746,1
Henry Painter,henry.painter@gmail.com,CH,9800420321,2008-12-28,Donald Painter,Cathy Painter,2023CSE1747,2
Jean Stevens,jean.stevens@student.edu,CE,9802071438,2002-08-21,Eddie Stevens,Edith Stevens,2024CE1748,2
Rhonda Zappa,rhonda.zappa@outlook.com,IT,9793098508,2003-06-12,Waldo Zappa,Sandra Zappa,2024CSE1749,2
Ron Mcgee,ron.mcgee@gmail.com,CSE,9818601115,2000-05-30,Jerome Mcgee,Thelma Mcgee,2020CSE1750,1
Jodi Adair,jodi.adair@gmail.com,IT,9810356346,2002-05-23,Millard Adair,Anita Adair,2020ECE1751,1
Martin Hammock,martin.hammock@gmail.com,CSE,9859375472,2000-11-10,Richard Hammock,Patricia Hammock,2023CE1752,2
Eric Douglas,eric.douglas@yahoo.com,CE,9872639679,2005-01-18,Anthony Douglas,Jeanne Douglas,2020ME1753,1
Kirsten Fanney,kirsten.fanney@outlook.com,CE,9819102987,2004-07-05,John Fanney,Frances Fanney,2021ECE1754,1
Bryan Norwood,bryan.norwood@outlook.com,EE,9858236277,2004-02-06,William Norwood,Elizabeth Norwood,2023EE1755,2
Sun Richman,sun.richman@mail.com,EE,9802267480,2002-06-24,Ronald Richman,Tracy Richman,2023EE1756,2
Linda Washington,linda.washington@student.edu,ME,9821918912,2002-11-22,Brian Washington,Mary Washington,2020ECE1757,1
Andrew Mcleod,andrew.mcleod@yahoo.com,ME,9819938000,2006-11-14,Paul Mcleod,Opal Mcleod,2024ECE1758,1
Ruth Kruse,ruth.kruse@mail.com,IT,9819082760,2003-04-04,Earl Kruse,Velma Kruse,2023ECE1759,1
Derrick Mccrae,derrick.mccrae@student.edu,EE,9839793731,2007-11-11,Michael Mccrae,Deanna Mccrae,2020CE1760,1
Scott Gethers,scott.gethers@yahoo.com,IT,9852887244,2001-05-17,Johnny Gethers,Ruth Gethers,2021EE1761,1
Vernon Estelle,vernon.estelle@mail.com,CH,9861881687,2004-08-29,Edward Estelle,Terri Estelle,2021CE1762,2
Ollie Byers,ollie.byers@student.edu,ECE,9870109468,2004-04-28,Colin Byers,Kerrie Byers,2021ECE1763,1
Julie Armendariz,julie.armendariz@yahoo.com,EE,9864572799,2004-10-20,Charles Armendariz,Michele Armendariz,2023CE1764,2
Alvin Brown,alvin.brown@gmail.com,AE,9867843934,2008-07-18,James Brown,Wai Brown,2021CSE1765,2
Maria Hughes,maria.hughes@outlook.com,CSE,9793754089,2004-09-03,Hilario Hughes,Shirley Hughes,2024CSE1766,1
Shelby Bancroft,shelby.bancroft@student.edu,CH,9847182918,2003-06-08,James Bancroft,Joan Bancroft,2020ECE1767,2
Jeffrey Tumbleson,jeffrey.tumbleson@mail.com,IT,9839058555,2001-09-28,Lucas Tumbleson,Pamela Tumbleson,2020EE1768,1
Frances Durk,frances.durk@outlook.com,CE,9790906382,2000-12-26,Andrew Durk,Anna Durk,2024ECE1769,1
Linda Pierson,linda.pierson@mail.com,CSE,9803831481,2008-12-08,Fred Pierson,Alisa Pierson,2020ME1770,1
Paul Wark,paul.wark@yahoo.com,IT,9793894924,2003-03-30,John Wark,Evelyn Wark,2024EE1771,1
Gary Watkins,gary.watkins@student.edu,EE,9839625498,2002-08-18,Ron Watkins,Vera Watkins,2023ECE1772,2
Gregory Jordan,gregory.jordan@yahoo.com,CH,9874576696,2008-05-13,Jim Jordan,Veronica Jordan,2023CE1773,2
David Chance,david.chance@gmail.com,ECE,9830091648,2001-01-23,Clinton Chance,Melissa Chance,2020ECE1774,1
Debra Knight,debra.knight@gmail.com,EE,9870813296,2000-08-19,James Knight,Beulah Knight,2024CE1775,1
Deborah Jones,deborah.jones@outlook.com,EE,9787291580,2005-01-03,Richard Jones,Alice Jones,2020EE1776,1
Manuel Weber,manuel.weber@outlook.com,CH,9865077855,2000-04-22,David Weber,Debra Weber,2024EE1777,1
Sharon Busch,sharon.busch@student.edu,AE,9821362505,2001-12-21,Steve Busch,Barbara Busch,2022CSE1778,1
Joseph Rehberg,joseph.rehberg@gmail.com,CE,9796177456,2003-03-21,Graig Rehberg,Sandra Rehberg,2020CSE1779,1
Marsha Messina,marsha.messina@gmail.com,IT,9829933893,2008-12-02,Lance Messina,Jimmie Messina,2024CE1780,2
Joseph Millar,joseph.millar@mail.com,ECE,9851026434,2004-12-08,Gary Millar,Judy Millar,2021EE1781,2
Julian Amos,julian.amos@mail.com,IT,9870430335,2006-12-17,Omar Amos,Linda Amos,2023CE1782,2
Lisa Leishman,lisa.leishman@student.edu,EE,9819873007,2007-01-31,Ernest Leishman,Dorothy Leishman,2022CSE1783,1
Rosalyn Brooks,rosalyn.brooks@student.edu,ECE,9863269604,2003-06-09,Christian Brooks,Judy Brooks,2021CSE1784,1
William Silva,william.silva@gmail.com,CH,9799417356,2007-01-21,Kenneth Silva,Debra Silva,2024ME1785,2
Antonio Roehm,antonio.roehm@outlook.com,CH,9798835959,2004-06-20,Christopher Roehm,Hollie Roehm,2020CE1786,2
Alexis Morris,alexis.morris@gmail.com,IT,9782239448,2001-01-31,Milton Morris,Ava Morris,2020CE1787,1
Anna Simon,anna.simon@yahoo.com,ME,9850000320,2005-04-27,Thomas Simon,Roxanne Simon,2022EE1788,1
Andrew Pratt,andrew.pratt@student.edu,ECE,9858417243,2000-05-21,Brian Pratt,Judith Pratt,2024EE1789,1
Kimberly Ray,kimberly.ray@outlook.com,AE,9834489649,2001-09-11,Christian Ray,Mary Ray,2021ME1790,2
Martha Hopkins,martha.hopkins@mail.com,CSE,9878468965,2006-12-30,Larry Hopkins,Tanya Hopkins,2024CE1791,1
Michell Kron,michell.kron@student.edu,CH,9822747717,2007-10-09,Joseph Kron,Ethel Kron,2024ME1792,1
Laurie Grant,laurie.grant@yahoo.com,IT,9843140428,2001-04-09,Michael Grant,Dorothy Grant,2020CE1793,2
Bryan Peters,bryan.peters@mail.com,ECE,9878219876,2002-11-30,Billy Peters,Dana Peters,2022ME1794,2
Elizabeth Madden,elizabeth.madden@yahoo.com,CH,9878322633,2005-02-14,Russell Madden,Crystal Madden,2020CSE1795,2
Michael Estes,michael.estes@outlook.com,IT,9784047809,2005-04-20,Kevin Estes,Katherine Estes,2024ECE1796,1
Minna Soto,minna.soto@gmail.com,CSE,9854449308,2000-08-16,Jonathon Soto,Jenifer Soto,2024CSE1797,1
Paul Allen,paul.allen@outlook.com,IT,9793146145,2003-06-21,Bill Allen,Paula Allen,2023CSE1798,2
Morgan Cheng,morgan.cheng@mail.com,CH,9801044085,2001-08-31,Sean Cheng,Kathleen Cheng,2024EE1799,2
Jean Truman,jean.truman@gmail.com,CSE,9841964844,2008-07-06,Gregory Truman,Viola Truman,2023ECE1800,2
Mariano Plott,mariano.plott@mail.com,ECE,9848025406,2002-10-31,Benjamin Plott,Teresa Plott,2024CSE1801,2
Sarah Mata,sarah.mata@student.edu,EE,9872750817,2001-04-02,Keith Mata,Diana Mata,2024CSE1802,2
Tricia Tucker,tricia.tucker@yahoo.com,ME,9863766748,2002-12-21,Gregory Tucker,Mina Tucker,2023ME1803,1
Angela Essex,angela.essex@yahoo.com,CE,9829098180,2003-02-16,Jason Essex,Nada Essex,2021ECE1804,2
Roosevelt Kahl,roosevelt.kahl@mail.com,CE,9856853170,2001-01-30,Robert Kahl,Blanca Kahl,2020EE1805,1
Ada Okamoto,ada.okamoto@student.edu,CE,9833004012,2008-01-19,James Okamoto,Francisca Okamoto,2022CSE1806,1
Joshua Valles,joshua.valles@outlook.com,CE,9793431190,2005-11-13,Fredrick Valles,Mary Valles,2023ECE1807,1
Cheryl Diaz,cheryl.diaz@mail.com,AE,9812574767,2005-06-17,Scott Diaz,Georgia Diaz,2021EE1808,1
Stacy Banter,stacy.banter@gmail.com,IT,9793474763,2000-06-07,Billy Banter,Beverly Banter,2021ME1809,1
Alina Sherrer,alina.sherrer@yahoo.com,CE,9802725866,2002-12-14,Richard Sherrer,Terrie Sherrer,2024ECE1810,1
Josephine Clark,josephine.clark@outlook.com,CSE,9842149445,2006-12-16,Cecil Clark,Judy Clark,2023ME1811,1
Earl Osborne,earl.osborne@yahoo.com,IT,9841795358,2008-03-07,Nicholas Osborne,Linette Osborne,2023CSE1812,1
Christopher Peterson,christopher.peterson@yahoo.com,IT,9839447076,2000-11-27,Anthony Peterson,Kamala Peterson,2024CE1813,1
Clark Clemens,clark.clemens@student.edu,AE,9781617479,2003-02-06,Jay Clemens,Megan Clemens,2021ECE1814,2
Mark Gaither,mark.gaither@student.edu,ME,9824962585,2005-02-09,Bernard Gaither,Vonnie Gaither,2020ME1815,1
Elizabeth Neller,elizabeth.neller@yahoo.com,EE,9824700714,2000-04-11,Jaime Neller,Sandra Neller,2022CE1816,1
Caroline Osgood,caroline.osgood@outlook.com,CSE,9879210946,2003-08-17,Douglas Osgood,Linda Osgood,2023CSE1817,1
Jeff Raygosa,jeff.raygosa@student.edu,EE,9864020284,2001-09-08,Tyrone Raygosa,Sue Raygosa,2020ECE1818,1
Cynthia Munoz,cynthia.munoz@yahoo.com,CH,9804568189,2005-04-26,Christopher Munoz,Lynda Munoz,2024CE1819,1
Donald Hancock,donald.hancock@gmail.com,CSE,9828407771,2002-07-30,Aaron Hancock,Lidia Hancock,2023ECE1820,2
Robert Ward,robert.ward@gmail.com,ME,9789433830,2004-05-30,Robert Ward,Melissa Ward,2020CE1821,2
Jessenia Hartley,jessenia.hartley@student.edu,ECE,9878588332,2005-10-12,Louis Hartley,Melissa Hartley,2020ECE1822,1
Mercedes Berry,mercedes.berry@yahoo.com,ME,9815735839,2002-09-30,Hiram Berry,Delia Berry,2020CSE1823,2
Thomas Leach,thomas.leach@yahoo.com,CE,9828444151,2004-07-08,Dwight Leach,Anne Leach,2023ECE1824,1
William Goebel,william.goebel@gmail.com,CSE,9792903313,2006-07-02,William Goebel,Julia Goebel,2024CSE1825,1
Joseph Byrd,joseph.byrd@yahoo.com,CH,9852075707,2006-03-27,Andy Byrd,Kathryn Byrd,2023ECE1826,2
Raymond Cervantes,raymond.cervantes@student.edu,ME,9873639072,2006-11-29,Nicholas Cervantes,Elise Cervantes,2023CE1827,1
Cameron Romero,cameron.romero@gmail.com,EE,9879073817,2000-06-21,Robert Romero,Fern Romero,2020ECE1828,1
Joseph Hassell,joseph.hassell@mail.com,CSE,9845857503,2001-11-05,Steven Hassell,Veronica Hassell,2021ME1829,1
Gloria Jeffers,gloria.jeffers@gmail.com,ME,9833532501,2003-07-04,Daniel Jeffers,Juanita Jeffers,2020ECE1830,2
Heather Murphy,heather.murphy@yahoo.com,CH,9859830220,2008-02-06,Derrick Murphy,Araceli Murphy,2021CSE1831,1
Ivan Gray,ivan.gray@gmail.com,EE,9834745528,2003-04-14,Anthony Gray,Doris Gray,2022ME1832,1
Karleen Morlock,karleen.morlock@mail.com,EE,9860945757,2008-06-06,Ray Morlock,Sharon Morlock,2023CSE1833,2
Michael Staats,michael.staats@yahoo.com,IT,9806990935,2000-04-23,Gerald Staats,Wanda Staats,2020ME1834,1
Virginia Chivers,virginia.chivers@yahoo.com,ME,9853660215,2008-08-01,Kurt Chivers,Andrea Chivers,2024ECE1835,1
Patricia Riggio,patricia.riggio@yahoo.com,CSE,9788653034,2006-01-15,Armando Riggio,Jessie Riggio,2021ME1836,2
Julian Russom,julian.russom@mail.com,AE,9826972374,2005-04-20,John Russom,Joan Russom,2023EE1837,2
Jesse Solis,jesse.solis@gmail.com,CE,9793434704,2002-06-12,James Solis,Traci Solis,2022EE1838,1
Santos Wooten,santos.wooten@student.edu,CE,9827285229,2008-11-06,Frederick Wooten,Isabel Wooten,2023CE1839,1
Florence Walker,florence.walker@gmail.com,CSE,9858914494,2008-02-03,Gene Walker,Marta Walker,2023CSE1840,1
George Herrmann,george.herrmann@outlook.com,EE,9867931028,2001-05-28,Troy Herrmann,Erin Herrmann,2020CSE1841,2
Anne Palczynski,anne.palczynski@mail.com,EE,9825151781,2001-01-28,Richard Palczynski,Thelma Palczynski,2022EE1842,1
Nia Weitzel,nia.weitzel@outlook.com,EE,9825432440,2004-05-27,Salvador Weitzel,Andrea Weitzel,2021CE1843,2
Patrick Wiggains,patrick.wiggains@outlook.com,IT,9818412259,2007-08-13,Charles Wiggains,Carol Wiggains,2021CSE1844,1
Belinda Graham,belinda.graham@mail.com,IT,9836290186,2001-06-01,Albert Graham,Julia Graham,2021CE1845,2
Anthony French,anthony.french@outlook.com,ECE,9798113205,2002-01-29,Willie French,Dorothy French,2022EE1846,1
Donald Duval,donald.duval@student.edu,EE,9785581976,2000-08-03,Ed Duval,Diana Duval,2023ME1847,1
Richard Harvey,richard.harvey@yahoo.com,EE,9864518077,2001-07-12,Leslie Harvey,Dorothy Harvey,2021CE1848,2
Danny Sullivan,danny.sullivan@gmail.com,CE,9833566688,2005-07-27,Robert Sullivan,Miranda Sullivan,2024EE1849,2
Kimberly Horton,kimberly.horton@mail.com,EE,9807764610,2008-06-09,Terry Horton,Dorothy Horton,2024ME1850,2
Keith Brown,keith.brown@outlook.com,IT,9833145425,2008-11-23,James Brown,Mary Brown,2020CSE1851,2
Pat Long,pat.long@outlook.com,CH,9804406105,2007-03-09,Zachary Long,Amber Long,2023ME1852,1
Louise Wade,louise.wade@outlook.com,ME,9843160534,2005-09-22,Gerald Wade,Olivia Wade,2023ME1853,2
Jennifer Beach,jennifer.beach@student.edu,CE,9785445144,2008-04-26,Michael Beach,Kelly Beach,2024CE1854,1
Mark Bodo,mark.bodo@mail.com,CE,9879641353,2000-05-31,Steven Bodo,Kathleen Bodo,2024ME1855,2
Robert Silver,robert.silver@mail.com,ME,9871320496,2008-07-19,James Silver,Tori Silver,2023EE1856,2
William Carter,william.carter@yahoo.com,ECE,9838803939,2005-12-28,Floyd Carter,Charlotte Carter,2020CSE1857,2
Matthew Stillman,matthew.stillman@mail.com,ME,9802736894,2006-05-09,Gerald Stillman,Anne Stillman,2021ME1858,1
Ralph Phelan,ralph.phelan@mail.com,CE,9782183428,2005-04-17,Clarence Phelan,Agnes Phelan,2022ME1859,2
Betty Cobbs,betty.cobbs@yahoo.com,EE,9817089539,2007-06-22,John Cobbs,Karen Cobbs,2021EE1860,1
Shannon Jefferson,shannon.jefferson@gmail.com,ECE,9858724225,2004-12-13,Walter Jefferson,Elsie Jefferson,2020CSE1861,2
Barbara Manke,barbara.manke@yahoo.com,IT,9811755928,2001-12-03,Glenn Manke,Jessica Manke,2023CSE1862,1
Bobbie Kowalski,bobbie.kowalski@outlook.com,EE,9842992556,2002-08-03,Salvatore Kowalski,Theresa Kowalski,2023CSE1863,2
Marilyn Walker,marilyn.walker@student.edu,ECE,9820481608,2002-01-19,Dewey Walker,Maria Walker,2022ECE1864,1
Wilbur Waite,wilbur.waite@mail.com,CSE,9818274907,2006-03-29,Harry Waite,Yolanda Waite,2023ME1865,2
Christopher Bowling,christopher.bowling@student.edu,IT,9781552468,2000-12-02,Donald Bowling,Mary Bowling,2020EE1866,1
Dwight Henry,dwight.henry@mail.com,ECE,9786543775,2002-01-04,Otis Henry,Teresa Henry,2024ME1867,1
Michele Wolf,michele.wolf@mail.com,ECE,9810701422,2008-07-11,Michael Wolf,Mamie Wolf,2020CE1868,1
Lacy Ferguson,lacy.ferguson@gmail.com,ME,9853282693,2007-08-04,James Ferguson,Barbara Ferguson,2024ME1869,1
Robin Gregory,robin.gregory@student.edu,EE,9788956841,2008-09-22,Harold Gregory,Carrie Gregory,2024CSE1870,2
Kelly Ouellette,kelly.ouellette@yahoo.com,CH,9853931154,2002-10-20,Ed Ouellette,Mabel Ouellette,2020ECE1871,2
Steve Massie,steve.massie@gmail.com,IT,9822380238,2008-11-25,Stephen Massie,Catherine Massie,2020EE1872,2
Arlene Hollaway,arlene.hollaway@outlook.com,AE,9833116819,2005-09-10,Leonardo Hollaway,Madeline Hollaway,2024EE1873,1
Dennis Faw,dennis.faw@mail.com,ME,9853769138,2005-03-31,Eric Faw,Aubrey Faw,2020ME1874,1
Dale Psuik,dale.psuik@student.edu,CSE,9810562263,2008-01-25,Larry Psuik,Patricia Psuik,2020ECE1875,1
Jerome Desoto,jerome.desoto@gmail.com,EE,9866393346,2000-12-09,Scott Desoto,Kay Desoto,2021CE1876,2
Lorraine Maldonado,lorraine.maldonado@outlook.com,CE,9841305974,2003-03-24,Scott Maldonado,Wendy Maldonado,2022ME1877,1
Elizabeth Cronin,elizabeth.cronin@yahoo.com,CSE,9792664406,2007-01-29,Benjamin Cronin,Penny Cronin,2023ECE1878,1
William Evans,william.evans@gmail.com,ECE,9824481614,2006-01-06,Arthur Evans,Maria Evans,2021ME1879,2
Kathleen Kirby,kathleen.kirby@student.edu,ME,9818780195,2003-01-20,Thomas Kirby,Catharine Kirby,2022EE1880,2
Vicki Payne,vicki.payne@student.edu,CH,9833760531,2001-09-19,Andrew Payne,Melissa Payne,2023EE1881,1
Robyn Lindsey,robyn.lindsey@student.edu,IT,9851545584,2007-09-14,Roger Lindsey,Antonia Lindsey,2023CE1882,2
Ellen Morrow,ellen.morrow@gmail.com,ME,9813367661,2000-05-10,Robert Morrow,Susan Morrow,2023ECE1883,2
John Hampton,john.hampton@student.edu,IT,9805733447,2006-05-19,Orlando Hampton,Tiffany Hampton,2021ECE1884,1
Jaime Henrickson,jaime.henrickson@mail.com,ECE,9855196428,2006-01-04,Henry Henrickson,Stacey Henrickson,2022EE1885,2
Michael Senter,michael.senter@yahoo.com,CE,9789961465,2003-08-10,Thomas Senter,Amber Senter,2021ME1886,2
